,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
629,Distributed computing & Data Analytics Developer,"Range: ₹634K - ₹1,072K<span></span>","Distributed computing & Data Analytics Developer

Job Description:

Job Experience - 12 to 16 years

Job Title - Distributed Computing/ Data Analytics developer

The Company

Interset Software uses big data and advanced behavioral analytics to detect and prevent the theft of intellectual property...simply put, WE CATCH BAD GUYS WITH MATH!!!

Part of the Micro Focus group of companies, we are a fast-paced, all-hands-on-deck kind of environment where you are respected and listened to from day one. We have a start-up feel within the stability and structure of a large global company.

We are currently looking to fill a development position focussed on extending the existing analytics platform and related capabilities to add unprecedented analytics flexibility for our customers. This will include enabling Data Scientists to manipulate and combine events and models to extend and customize the analytics in ways that provide unique value for each customer.

Were looking for a software developer whos passionate about what they do, takes a creative approach to problem solving and will be the champion for creating innovative machine learning hooks that deliver real value and perform in big data environments.

If youre passionate about true machine learning and want to be part of a company building solutions that leverage the latest in big data technology, we want to talk to you!!

What you'll do:
Implement model data flows to support running cutting-edge machine learning techniques on massive amounts of data
Work with product managers and data scientists to turn new features and algorithms into beautiful, battle-tested code
Work with the technologies we use to analyze and identify cyber-security threats for our customers (Elasticsearch, Spark, HBase, Kafka, Vertica, NiFi, using Java and Scala)
Work side by side with some of the smartest minds in the fields of machine learning and behavioural analytics
Create efficient and robust cloud-based solutions, leveraging the best in cloud technologies.
Who you are:
Undergraduate or Masters degree in Computer Science or equivalent engineering experience
Strong interest in software design, distributed computing, and databases
Experience developing in a JVM environment (Java, Scala, Clojure)
At least two years of experience developing with or using Big Data & Analytics stacks/tools such as Hadoop, HBase, Spark, Presto and Vertica.
Experience implementing and using streaming platforms such as SparkSQL, Flink, Kafka, Storm, etc.
Experience with Kubernetes, Docker, Ansible or any other infrastructure or containerization management/automation platform.
Familiarity leveraging AWS EMR, Azure, GCP cloud technologies best practices to enable the distribution and analysis of big data on the cloud would be considered an asset.
Nice to haves:
Familiarity with data science or machine learning packages (pandas, R, TensorFlow, etc...)
Familiarity with virtualization technologies (VMWare ESX, Docker)
Contributions to open source software (code, docs or mailing list posts)
Interest in understanding and analyzing diverse types of data
Job:

Engineering

Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",3.1,"Micro Focus
3.1",Bengaluru,"Newbury, United Kingdom",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,₹100 to ₹500 billion (INR),"SAP, Oracle"
630,Data Analyst,-1,"We are currently looking out for a Data Analyst for one of our Client.
Minimum Qualification

3 Openings
6 month-1 years of experience in data-analytics; experience in the e-commerce industry is preferred
Must have a firm grasp and analyst-level understanding of database structures and strong hands-on ability to write SQL queries for data exploration/aggregation
Must have demonstrated hands-on development experience using Tableau or similar analytics/visualization tools
Advanced Excel proficiency including Pivot tables, vlookup / hlookup, graphs etc.
Strong sense of urgency
Self-starter with ability to work in a fast-paced environment
Preferred Qualification
Data Driven: Sharp aptitude and excellent numerical acumen; ability to sift through large volumes of data
Communication Skills: Good written and oral communication skills with the ability to present and clearly explain data to non-technical audiences
Industry and domain expertise: Sound knowledge on various trends, relevant statistical tools and also have the ability to understand the business environment & grasp the business expectations.",5.0,"BLEUMING TECHNOLOGIES
5.0",Chennai,"Bengaluru, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
631,Senior Data Scientist,"Range: ₹451K - ₹1,129K<span></span>","Job Description
Managing 6 to 8 business lines Provide end to end analytical support for the given business lines with an objective of increasing marketing efficiencies / customer value Develop predictive models, behavioral segments and event triggers Build predictive models / behavioral segments / event triggers for x-sell / activation / retention / attrition control - models to meet minimum performance benchmark To be done for all product / business lines handled by the analyst Analyse portfolio for solving business problems / identifying new opportunities Work with business / campaign stakeholders to understand objective / problem statement, generate hypothesis to solve the objective / problem and run statistical analysis to validate the same Regular interaction with business / product / campaigns teams Work jointly with campaigns and business team to identify business problem, discuss analytical approach and explain the solution which has been developed.
Incumbent to lead the discussion with stakeholders Ensuring all new analytical solutions are utilized Work jointly with campaigns and business team to ensure that minimum 60% of analytical solutions developed in the FY are utilized for campaigns / on ground activities.
Seek feedback from campaigns and business which can be plugged back to the analytical solution Monitoring performance of predictive scorecards / solutions Monthly monitoring of performance of predictive scorecards / solutions and ensuring the performance is as per the internal benchmarks through regular enhancements of the solutions.

Skills
Strong logical, analytical & mathematical skills
Banking Product & Process Knowledge
Project Management Skills& ability to manage multiple projects simultaneously
Good Communication skills",3.6,"HDFC Bank
3.6",Mumbai,"Mumbai, India",10000+ employees,1995,Company - Public,Banks & Building Societies,Finance,₹500+ billion (INR),"State Bank of India, ICICI Bank, Axis Bank"
632,Principal Data Scientist,"Range: ₹1,265K - ₹4,609K<span></span>","Principal Data Scientist will architect and drive technical excellence in GoFood Search solutions from a data sciences perspective. Responsibilities: - Design and lead the development of various machine learning initiatives for improving search relevance and personalized ranking that drive product metrics - Understand the user and their behavior and continuously contribute to making their experience better with each release - Lead the experimentation strategy with measurement frameworks - Partner with various business stakeholders and product leads to build the future of search for various products within Gojek - Define and execute an iterative search maturity improvement roadmap - Identify ways to better leverage our content and improve its quality and attributes, to improve the overall search experience",4.1,"GO-JEK
4.1",Bengaluru,"Jakarta, Indonesia",1001 to 5000 employees,2010,Company - Private,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable,-1
633,Data Analyst – Junior and Senior (Hiring Now),Range: ₹519K - ₹562K<span></span>,"Career Positions:
Responsible for Market Research, Database reporting & e-mail Campaigns.
Build and Develop a plan to research Company’s portfolio.
Creating the list of prospects.
Research on identifying business needs and opportunities of prospect companies.
Interpreting data accurately, database creation for various campaigns & client communication for lead generation and demand creation.
Researching the target audience and driving the lead generation campaigns.
Managing the Campaigns with periodical follow-ups & report creations.
Working closely with Sales Team to understand their research projects.
Comfortable using Excel, Word, and PowerPoint – Should be able to create presentations.
Prepare Market research reports using Web tools/domains such as Hoovers, Linkedin, Jigsaw, ZoomInfo, Lead411 etc.
Tracking the market trends thereby generating & analyzing reports.
Executing direct marketing campaigns like email campaigns, event-specific campaigns, webinars etc.
Competitor Analysis
Preparing MIS and sales report using CRM

Relevant Experience:
1 to 3 years

Education:
Any Graduate (B.E / B.Tech preferred)
Post Graduation – MBA (preferred).

Location:
Gurugram – (a two-minute walk from Sikandarpur Metro Station)",4.7,"KEY IDEAS INFOTECH
4.7",Gurgaon,"New Delhi, India",1 to 50 employees,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
634,Machine Learning Engineer,"Range: ₹781K - ₹1,266K<span></span>","Job Locations :
Bangalore, Kochi

Must have

3 - 10 years’ experience developing software for Computer Vision, Machine/Deep learning
Hands on with C, C++, Python, Linux, C#
Hands on with OpenCV, TensorFlow, Caffe, CUDA, OpenCL, OpenGL
Hands-on experience with internals of networks (CNN, RNN, LSTM, SSD etc). Customization of NN and improving performance
Experience with GPU/DSP/ISP/SoC architecture and system software.
Hands-on experience with one or more leading embedded SoC platforms (Nvidia, Qualcomm, NXP, Movidius, etc.)
Good analytical and problem-solving skills
Knowledge of computer architecture
Can build prototypes leading to production worthy solutions
Contribution in research communities, publishing papers or participation in Github projects related to machine learning would be a distinct advantage.

Education

Electronics/Electrical/Computer Science Graduate/Post Graduate/PhD",4.6,"Ignitarium Technology Solutions
4.6",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
635,Business Analyst - Data Science,"Range: ₹526K - ₹1,182K<span></span>","Business Analyst - Data Science - HEA002764
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently and are bold enough to reinvent it. Come, transform with us.

Inviting applications for the role of MT, Data Science

In this role, we are looking for a commerce graduate / Postgraduate in Finance with prior data handling experience. In this role, you will be expected to work on strict deadlines, in a high-pressure business environment while being a standout colleague.

Prior Commercial Analytics in sales / orders reporting / MIS experience in the BPO Industry with Access skills experience will be preferred

Responsibilities
Technical expertise : Provide expertise in Statistics, Mathematical modeling and simulation, Numerical Analysis and Differential Equation
Curiosity : a desire to go beneath the stated client needs and discover and distill a problem down into a very clear set of hypotheses that can be tested.
Cleverness: the ability to look at a problem in different, creative ways.
Should be able to Handle large data sets, Compute and Calculate Sales Incentives with multiple slice and dice of the Sales data.
Should be able to identify automation opportunities, handle customer queries and issues and process log variations, exceptions, output errors for traceability
Ensure client satisfaction and successful external & internal audits
Qualifications


Minimum qualifications
MBA / M.Sc. Statistics / M.Sc. Operations Research
Meaningful work experience
Preferred qualifications
Relevant work experience in Reporting and handling large data sets and databases
Flexibility to adapt to a variety of engagement types, working hours and work environments and locations
Very good written and verbal communication skills
Proficient in MS Office applications, especially in MS excel, R, Python
Good analytical and problem-solving skills and ability to handle team and client discussions
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to building a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job
Business Analyst
Primary Location
India-Noida
Education Level
Bachelor's / Graduation / Equivalent
Job Posting
Feb 17, 2020, 7:14:49 AM
Unposting Date
Ongoing
Master Skills List Operations
Job Category Full Time",3.6,"Genpact
3.6",Noida,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,₹100 to ₹500 billion (INR),"Accenture, IBM, Capgemini"
636,Senior Data Engineer,"Range: ₹1,178K - ₹1,893K<span></span>","About Us

upGrad is an online education platform building the careers of tomorrow by offering the most industry-relevant programs in an immersive learning experience. Our mission is to create a new digital-first learning experience to deliver tangible career impact to individuals at scale. upGrad currently offers programs in Data Science, Machine Learning, Product Management, Digital Marketing, and Entrepreneurship, etc. upGrad is looking for people passionate about management and education to help design learning programs for working professionals to stay sharp and stay relevant and help build the careers of tomorrow.
upGrad was awarded the Best Tech for Education by IAMAI for 2018-19
upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India
upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany.
We were also covered by the Financial Times along with other disruptors in Ed-Tech
upGrad is the official education partner for Government of India - Startup India program
Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning
About the Role

We are looking for a Data Engineer to help us scale the existing data infrastructure and in parallel work on building the next generation data platform for analytics at scale, machine learning infrastructure and data validation systems.
In this role, you will be responsible for communicating effectively with data consumers to fine-tune data platform systems (existing or new), taking ownership and delivering high performing systems and data pipelines, and helping the team scale them up, to endure ever growing traffic.
This is a growing team, which makes for many opportunities to be involved directly with product management, development, sales, and support teams. Everybody on the team is passionate about their work and we’re looking for similarly motivated “get stuff done” kind of people to join us!

Roles & Responsibilities
Engineer data pipelines (batch and real-time ) that aids in creation of data-driven products for our platform
Design, develop and maintain a robust and scalable data-warehouse and data lake
Work closely alongside Product managers and data-scientists to bring the various datasets together and cater to our business intelligence and analytics use-cases
Design and develop solutions using data science techniques ranging from statistics, algorithms to machine learning
Perform hands-on devops work to keep the Data platform secure and reliable
Skills Required
Bachelor's degree in Computer Science, Information Systems, or related engineering discipline
3 + years’ experience with ETL, Data Mining, Data Modeling, and working with large-scale datasets
3+ years’ experience with an object-oriented programming language such as Python, Scala, Java, etc
Extremely proficient in writing performant SQL working with large data volumes
Experience with map-reduce, Spark, Kafka, Presto, and the ecosystem.
Experience in building automated analytical systems utilizing large data sets.
Experience with designing, scaling and optimizing cloud based data warehouses (like AWS Redshift) and data lakes
Familiarity with AWS technologies preferred
Qualification – B.Tech/M.Tech/MCA(IT/Computer Science)

Years of Exp – 3-6",4.0,"upGrad Education Private Limited
4.0",Mumbai,"Mumbai, India",501 to 1000 employees,2015,Company - Private,Education Training Services,Education,₹1 to ₹5 billion (INR),"Udacity, General Assembly, Springboard"
637,Data Analyst,Range: ₹31K - ₹33K<span> monthly</span>,"Imagine :
Cryptocurrency Traders are looking for a strong global platform that can help them trade faster, better and smarter. We have a platform that can solve their needs. As the users scale, so does the amount of data we collect. This data is rich with insights and requires constant modelling and monitoring to understand our users better. Now there's a gap we want YOU to address.

You fulfill the needs, wants and desires of our patrons by finding the key levers that enable them to use our platforms better. You help them do more. As a Data Analyst, you ensure all of the above and more. You make a difference.

Build Product Analytics and Marketing Analytics dashboards on the top on internal and external data-source for self-service analytics
Designing micro-experience funnels and perform Funnel Analysis that shall help us make improvements in conversions, drop-offs, bottlenecks, etc
Devise and evaluate methods to acquire data from external sources to measure and track competitive edge.
Responsible for tracking, reporting, and analyzing the performance of marketing activities, ad-hoc analytic requests, and development/automation of regular reports.
Analyzes A/B and Multi-variate tests, communicate results, and provide recommendations.
Use statistical techniques to interpret data and understand trends and patterns that could be valuable for diagnostic and predictive analytics efforts.
Assist in maintaining the data warehouse and modifying it as per the analytics requirement.
Assist in streamlining and automation of data pipelines to ensure rapid turnaround time for analytics.

Skills Required -

Strong numerical and analytical skills with the ability to interpret large data sets.
Proficient in SQL and Python and/or R with the ability to learn other analytic tools.
Proficient in Excel and any BI reporting tools (Power BI, Tableau, Superset, etc).
Good understanding of basic probability and statistics.
Good understanding of data-warehousing with Redshift and/or Bigquery.
Experience in Google Analytics would be a plus.
Experience in product analytics tools such as Amplitude, Clevertap, or MoEngage would be a plus.
Experience in ETL and data modeling would be a plus.
Prior experience in web crawling and scraping would be an added advantage.

Candidates with Experience or interest in Trading (in any asset class) shall be preferred.",4.8,"CoinDCX
4.8",Mumbai,"Singapore, Singapore",1 to 50 employees,2018,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,-1
638,Battery Expert - Data Anaytics,"Range: ₹1,024K - ₹1,730K<span></span>","Business Analyst/BigData Expert - Pyspark/Python/Azure (6-9 yrs)Role : Data Scientist(DA)
Experience : 6 to 9 years
Job Location : Bangalore
Job Description for Data Analyst.
Ability to understand Azure Cloud setup, its libraries and the structure so you can advise stakeholders and provide guidance to team
Create, analyses and maintain Diagnostics/predictive/prescriptive statistical models.
Work includes all phases of the modeling process: Research, Architecture and design, data extraction and processing,ML model building, Visualization and validation.
To work through the entire life cycle of a project from Conceptualization to implementation.
Co-ordinate with different SMEs for seeking the inputs to explore data extraction approach and Work closely with endusers to understand their needs
Develop and maintain working relationships with key customer stakeholders
Skills Required :
Exp. Range -6-9 years of work experience in Microsoft Azure environment, Databricks, PowerBI and advance statistical analysis & data processing
Proficiency required in one or more of analytical tools such as Pyspark,Python, SQL ETL operations.
Understanding of cloud features including load balancing, networks and scaling is expected
Statistical modeling (Regression, Classification, Time-series forecasting) /Machine Learning /Optimization/Visualization
Knowledge on Machine Learning Techniques would be added advantage
Ability to move data around, from a database or an API, through a transformation or to a model and into human-readable form (ROC curve, Excel chart, map, d3 visualization, Tableau, etc.)
Knowledge on Automotive domain, especially Battery internals would be an advantage.

Basic Qualification:

· Bachelors/Masters in Engineering in EEE,ECE,CES or Data Science

· Strong mathematical background in statistics and machine learning for 6-9 years",4.2,"Daimler
4.2",Bengaluru,"Stuttgart, Germany",10000+ employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,₹500+ billion (INR),"Audi, Porsche, BMW"
639,Data Analyst,-1,"We are looking to hire a Data Analyst to join our data team. Your responsibility would include for developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and deep understanding of the popular data analysis tools and databases.

Role & Responsibilities:
Graduate or Post Graduate in Computer Science
Work experience: 3+ as a data analyst or in related field.
Experience with SQL
Ability to understand and analyze SQL queries.
Should have prior experience with executing SQL.
Should have the ability to prepare sample test data for testing
Should have the ability to implement business logic requirements via SQL and test the code developed by Development team.
Understands Data model and have ability to build data model
Understands Entity relationship based on data entities.
Experience of BFS domain and knowledge of domain terminology is added plus

Job Location: Pune
To apply for this exciting opportunity, please email us your profile on careers@hexanika.com",4.4,"Hexanika
4.4",Pune,"New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
640,Sr. Data Scientist,-1,"EXPERIENCE:
2+years
JOB DESCRIPTION:
Experience in analyzing massive and complex structured and unstructured data sets.
Ability to extract, and clean data, visualize it, communicate it and utilize it.
Around 4+ years’ relevant experience with data mining/business intelligence/statistics/data analysis.
Practical experience with building Analytical/statistical/mathematical algorithms such as predictive modeling, Optimization, Simulation, multiple regression.
Strong ability and experience in crisp and powerful data visualizations methods and tools.
Excellent analytical, logical reasoning and problem solving skills.
TECHNOLOGY STACK:
Below skills are preferred not mandatory

Exposure in using SAS E-Miner/R/both with proficiency in SAS preferably

Hands-on experience and solid working knowledge of SAS (Macros, Base and EG), SQL, PL SQL, VB, VBA for MS-Excel.

Knowledge of Hadoop (and other big data technologies), SQL and Java/C/C++ is desirable.

Excellent understanding of technical architecture requirements for big data systems.",-1,Copiousminds,Mumbai,"Mumbai, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
641,Senior Data Scientist,Range: ₹6K - ₹7K<span> monthly</span>,"Extensive experience working with large complex data sets and big data platforms
Proficiency in programming in Python, R, SQL and familiarity with REST based API’s
Strong understanding of feature extraction and data cleansing
Strong background in applying statistical machine learning techniques to predictive modelling and experience with Machine Learning libraries (Python, R)
Strong written and communication skills",-1,Intellithink,Chennai,"Chennai, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
642,Consultant – Data Analyst with Python,"Range: ₹526K - ₹1,182K<span></span>","Consultant – Data Analyst with Python
Function: Operations

Noida, India

With
a startup spirit and 90,000 curious and courageous minds, we have the
expertise to go deep with the world’s biggest brands—and we have fun doing it.
Now, we’re calling all you rule-breakers and risk-takers who see the world
differently, and are bold enough to reinvent it. Come, transform with us.

Are
you the one whom we are seeking ?

Inviting
applications for the role of Consultant – Data Analyst with Python

In
this role, the focus is to ensure smooth delivery, client engagement and
spearhead business growth of a large account in U.S. It is imperative for this
hire to have deep Banking & Capital Markets experience, in-depth
understanding of technology and domain skills in Auto Finance, Equipment
Finance and Lending.

Responsibilities
Assisting users with Python setup and
configuration, getting access to data sources within the organization, and
responding to their questions
Performing analysis projects on behalf
of the users
Understand data requirements of the
requestor
Interact with the requestor to handle
any changes and updates to the request.
Do required analysis of the data set
as required.
Work with the team on data projects to
provide timely solutions.
Create and Visualize reports/analysis
and share it with the stakeholders.
Qualifications


Minimum
qualifications we seek in you!
BE/B.Tech/equivalent
Preferred
qualifications
Good Python development skill is a
must.
Working knowledge of R is an added
advantage.
Working knowledge of Tableau &
Spotfire is an added advantage.
Good communication skills & highly
proactive in approach.
Ability to manage & prioritize
deliverables.
Ability to be learn and apply new
processes and tools
Process orientated awareness of Lean
Six Sigma.
Genpact
is an Equal Opportunity Employer and considers applicants for all positions
without regard to race, color, religion or belief, sex, age, national origin,
citizenship status, marital status, military/veteran status, genetic
information, sexual orientation, gender identity, physical or mental disability
or any other characteristic protected by applicable laws. Genpact is committed to
creating a dynamic work environment that values diversity and inclusion,
respect and integrity, customer focus, and innovation. For more information,
visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.6,"Genpact
3.6",Noida,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,₹100 to ₹500 billion (INR),"Accenture, IBM, Capgemini"
643,Infrastructure Data Analytics Developer,"Range: ₹951K - ₹2,499K<span></span>","About J.P. Morgan Corporate & Investment Bank

J.P. Morgan is a premier corporate and investment bank with a full suite of global financial services and capabilities. The worlds most important corporations, governments, financial institutions, pensions, sovereign wealth organizations, states and municipalities entrust us with their business in more than 100 countries. We offer strategic advice, lend money, raise capital, help manage risk, extend liquidity, buy and sell securities and provide many other banking services in markets around the world.

The team

The Corporate Investment Bank (CIB) Infrastructure Services team is focused on standardizing and optimizing infrastructure across CIB and to ensure that new technologies are adopted in support of application strategies.

In order to deliver against these objectives there is a requirement for an integrated software solution to manage the end to end lifecycle of infrastructure including inventory management, delivery, operations, finance and billing. As such there is a need for an experienced global team of data scientists and technologists, focused on developing and deploying analytical solutions in support of the objective

Key Responsibilities

· Deliver and visualize practical data insights in a compelling manner to senior leadership.

o Articulate findings clearly and concisely leveraging clear and compelling data visualizations

o Innovate ways to answer key business questions by leveraging existing data assets or creating new ones

· Working proficiency in developmental toolsets, Develop automated reporting and execution capabilities leveraging micros-services & APIs within the organization

o Collaborate with product managers, end users, developers, and other stakeholders to integrate data discoveries and processes into operational capabilities

· Develop, plan and execute analytical projects as an individual contributor and in teams. Bring order to disparate requirements with high tolerance for ambiguity, very strong problem solving ability, and excellent client engagement skills

· Rapid Application Development and the ability to quickly create proof of concepts

· Assist with Integration development of existing applications to further develop capabilities

· Develop ETL data transactions to assist with data enrichment and application feature/functionality

· Understanding of architecture and design across all systems
Qualifications

· Relevant experience in an Infrastructure Data Analytics Developer role.

· 5+ years of total experience Java and/or Python. A successful candidate will have a unique mix of data and front-end development skills.

· Angular JS 4+ experience in front-end development

· Thought leader in data science and/or analytics who can help our internal clients define their business problem, create solutions to address it, plan and execute the implementation

· Proven experience delivering timely, high quality, senior manager-level reporting and analysis from diverse, complex data sources. Attention to detail a must with focus on executive quality presentation

· Proven experience of data analytics and data ETL

· Demonstrated knowledge of data warehousing concepts and exposure to one or more database management tools like Oracle, SQL Server etc

· In-depth working knowledge of Agile methodology, principles and processes

· Previous experience with JIRA, Confluence or similar project and issue management tools highly preferred.

· Financial services background preferred, but not required

At JPMorgan Chase& Co. we value the unique skills of every employee, and were building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If youre looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

All internal moves will normally take place on the same grade and same salary. Salaries are reviewed annually in February. Exceptions to the rule regarding transfer on current salary may include a move between geographic locations.

Our Corporate & Investment Bank relies on innovators like you to build and maintain the technology that helps us safely service the worlds important corporations, governments and institutions. Youll develop solutions for a bank entrusted with holding $18 trillion of assets and $393 billion in deposits. CIB provides strategic advice, raises capital, manages risk, and extends liquidity in markets spanning over 100 countries around the world.

When you work at JPMorgan Chase & Co., youre not just working at a global financial institution. Youre an integral part of one of the worlds biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.

At JPMorgan Chase & Co. we value the unique skills of every employee, and were building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If youre looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

@2019 JPMorgan Chase & Co. JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran.",3.9,"J.P. Morgan
3.9",Hyderabad,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,₹500+ billion (INR),-1
644,Data Management - Digital Expert,"Range: ₹139K - ₹1,558K<span></span>","A candidate for this position must have had at least 3 years of working experience working with business analysis/informatics and business outcomes research within a fast-paced and complex business setting, preferably working as support data scientist junior support personnel.

The candidate will also have experience working in probability and statistics, time-series analysis, or econometrics as well as experience in the use of machine learning methods, for example, linear regression, correlation, statistical significance, and so forth. A candidate for this position will also require strong programming skills and experience working with tools such as SAS, R Programming, Open Source, visualizations, and so forth.

A suitable candidate will also have had experience as well as in-depth knowledge of the Python programming language, SAS Enterprise Miner and substantial knowledge of big data platforms such as Aster and Hadoop.

Communication skills for the Data Scientist, both in written and verbal form are a must have. The Data Scientist will be required to explain advanced statistical content to senior data scientists and relevant stakeholders.

Therefore, he must have the ability to translate and tailor this technical content into business applicable material with clear recommendations and insights relevant to the audience at hand.

These reports and presentations will not only be translations of technical analyses into business applicable material, the reports have to be simple, concise, understandable and convincing, which will require exceptionally good communication skills on the Data Scientist’s part.

A candidate for this position must be technologically adept, demonstrate exceptionally good computer skills, and demonstrate a passion for research, statistics, and data analysis as well as a demonstrated ability and passion for designing and implementing successful data analysis solutions within a business.

The candidate must have a strong understanding of data-mining techniques and an ability to apply these techniques in practical real-world business issues. The Data Scientist will demonstrate an ability to consider data, identify patterns, issues, or data analysis needs for the business. The candidate must also have skills in the workings of SQL and scripting languages such as Python and Perl as well as familiarity with statistical analysis, data visualization, and data cleansing tools and techniques.

about you

Excellent customer service skills
Good leadership skills
Ability to build relationships with peers ,stakeholders and the management
Excellent interpersonal skills
Good time management, organizational and communication skills
Ability to work under pressure and deal with multiple tasks concurrently
Proactive, self-motivated
Problem solving skills
Matrix Management
Excellent knowledge of Service Management tools / processes

additional information

Degree / Diploma Holders with good Telecom / and IT infrastructure (Sever / Cloud / Security etc)
CCNA / ITIL Preferred
Excellent verbal & written communication skills in English
5 – 7 years of work experience, at least 3 years in telecom domain
At least 3 years of hands on experience in Data Science
Hands on experience on Power BI or Tableu Application

department

Customer Services & Operations

Orange Business Services manages and integrates the complexity of international communications, freeing our customers to focus on the strategic initiatives that drive their business. Our extensive experience and knowledge in global communication solutions, together with our understanding of multinational business and local support in 166 countries and territories, ensure that our customers receive a consistent, global solution wherever they do business.

contract

Regular",3.8,"Orange
3.8",Mumbai,"Paris, France",10000+ employees,1988,Company - Private,Telecommunications Services,Telecommunications,₹500+ billion (INR),"Vodafone, Deutsche Telekom, Telefónica"
